DATOS HORARIOS GENERADOS CON EL EXPLORADOR DE ENERGIA SOLAR PARA UN ANIO METEOROLOGICO TIPICO
""
-----------------------------------------------------------------------------------------
DESCRIPCION,Datos para la evaluacion de la radiacion solar generados con un modelo de transferencia radiativa
VERSION DEL MODELO,2.0
FUENTE,Ministerio de Energia / Departamento de Geofisica Universidad de Chile
CONTACTO,ernc@dgf.uchile.cl
-----------------------------------------------------------------------------------------
""
CARACTERISTICAS DEL SITIO
NOMBRE DEL SITIO,S1
LATITUD,-30.1232
LONGITUD,-70.4926
ALTURA,1250.0
""
-----------------------------------------------------------------------------------------
PERIODO DE DATOS
FECHA INICIAL,2004-01-01 00:00:00
FECHA FINAL,2016-12-18 23:00:00
INTERVALO,60 minutos
METODO DE CALCULO,Promedio de valores instantaneos cada 10 minutos
""
-----------------------------------------------------------------------------------------
VARIABLES INCLUIDAS
""
VARIABLE,UNIDAD,DESCRIPCION
glb,W/m2,Radiacion Global
dir,W/m2,Radiacion Directa
dif,W/m2,Radiacion Difusa
sct,W/m2,Radiacion Difusa Reflejada
ghi,W/m2,Radiacion Global Horizontal
dirh,W/m2,Radiacion Directa
difh,W/m2,Radiacion Difusa
dni,W/m2,Radiacion Directa Normal
temp,C,Temperatura en 2 metros (Corejida)
vel,m/s,Velocidad de Viento
shadow,0 = Sin; 1 = Con (inc. la noche);,Presencia de sombras debido a la topografia
cloud,"1=Si, 0=No",Presencia de nubes
""
-----------------------------------------------------------------------------------------
""
Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2015-02-02 16:00:00,760.32,701.39,45.94,12.99,807.76,758.52,49.24,1055.00,26.45,6.65,0.00,0.00
2015-02-02 17:00:00,517.73,465.15,43.05,9.53,592.74,546.60,46.14,1003.06,25.37,4.32,0.00,0.00
2015-02-02 18:00:00,252.03,208.77,37.62,5.64,350.78,310.46,40.32,903.82,24.02,4.10,0.00,0.00
2015-02-02 19:00:00,24.87,0.00,24.44,0.42,26.20,0.00,26.20,0.00,22.29,1.83,1.00,0.00
2015-02-02 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.92,1.16,1.00,0.00
2015-02-02 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.87,1.17,1.00,0.00
2015-02-02 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.27,1.05,1.00,0.00
2015-02-02 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.32,0.84,1.00,0.00
2015-02-03 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.91,1.45,1.00,0.00
2015-02-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.32,1.18,1.00,0.00
2015-02-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,0.85,1.00,0.00
2015-02-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.58,0.82,1.00,0.00
2015-02-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.20,1.01,1.00,0.00
2015-02-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.72,0.59,1.00,0.00
2015-02-03 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.13,0.59,1.00,0.00
2015-02-03 07:00:00,28.11,0.00,27.64,0.48,29.62,0.00,29.62,0.00,19.24,0.61,1.00,0.00
2015-02-03 08:00:00,298.98,253.64,38.96,6.38,396.82,355.06,41.76,953.59,20.07,0.67,0.00,0.00
2015-02-03 09:00:00,571.94,517.77,43.83,10.34,643.46,596.48,46.98,1045.41,21.83,0.88,0.00,0.00
2015-02-03 10:00:00,815.93,755.66,46.46,13.81,858.76,808.96,49.80,1093.56,22.99,2.83,0.00,0.00
2015-02-03 11:00:00,1005.55,941.17,47.90,16.47,1024.54,973.20,51.34,1120.83,24.00,3.46,0.00,0.00
2015-02-03 12:00:00,1115.90,1049.28,48.63,18.00,1119.56,1067.44,52.12,1126.73,26.62,2.09,0.00,0.00
2015-02-03 13:00:00,1146.50,1079.29,48.80,18.41,1145.38,1093.08,52.30,1124.99,27.71,5.34,0.00,0.00
2015-02-03 14:00:00,1094.65,1028.50,48.48,17.68,1099.56,1047.60,51.96,1115.26,28.04,5.91,0.00,0.00
2015-02-03 15:00:00,967.97,904.47,47.60,15.90,989.10,938.08,51.02,1100.09,28.06,6.54,0.00,0.00
2015-02-03 16:00:00,772.99,713.86,45.98,13.16,818.30,769.02,49.28,1071.60,27.27,6.26,0.00,0.00
2015-02-03 17:00:00,526.87,474.15,43.07,9.65,600.48,554.32,46.16,1019.97,25.88,4.96,0.00,0.00
2015-02-03 18:00:00,254.71,211.43,37.62,5.66,352.08,311.76,40.32,912.40,23.80,3.95,0.00,0.00
2015-02-03 19:00:00,24.71,0.00,24.30,0.42,26.04,0.00,26.04,0.00,22.23,1.53,1.00,0.00
2015-02-03 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,1.48,1.00,0.00
2015-02-03 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.22,0.39,1.00,0.00
2015-02-03 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.57,0.77,1.00,0.00
2015-02-03 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.66,1.12,1.00,0.00
2015-02-04 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.18,1.45,1.00,0.00
2015-02-04 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.48,0.46,1.00,0.00
2015-02-04 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.44,0.93,1.00,0.00
2015-02-04 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.54,0.62,1.00,0.00
2015-02-04 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.77,0.45,1.00,0.00
2015-02-04 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.48,0.88,1.00,0.00
2015-02-04 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.04,0.41,1.00,0.00
2015-02-04 07:00:00,27.81,0.00,27.34,0.47,29.30,0.00,29.30,0.00,18.03,0.65,1.00,0.00
2015-02-04 08:00:00,300.87,255.70,38.78,6.39,397.20,355.64,41.56,961.85,18.61,0.51,0.00,0.00
2015-02-04 09:00:00,576.02,521.92,43.72,10.38,645.42,598.56,46.86,1053.03,20.65,0.84,0.00,0.00
2015-02-04 10:00:00,821.63,761.44,46.33,13.86,861.96,812.30,49.66,1100.70,22.61,1.68,0.00,0.00
2015-02-04 11:00:00,1012.38,948.04,47.81,16.54,1028.52,977.28,51.24,1127.56,23.58,2.58,0.00,0.00
2015-02-04 12:00:00,1123.98,1057.39,48.52,18.08,1124.66,1072.66,52.00,1133.86,25.52,3.38,0.00,0.00
2015-02-04 13:00:00,1155.34,1088.17,48.67,18.51,1151.12,1098.96,52.16,1132.50,26.18,4.41,0.00,0.00
2015-02-04 14:00:00,1103.43,1037.33,48.33,17.77,1105.32,1053.52,51.80,1123.00,27.82,5.33,0.00,0.00
2015-02-04 15:00:00,975.01,911.57,47.47,15.97,993.26,942.38,50.88,1106.79,26.87,5.38,0.00,0.00
2015-02-04 16:00:00,778.19,719.17,45.83,13.20,820.86,771.74,49.12,1077.39,26.91,4.62,0.00,0.00
2015-02-04 17:00:00,530.40,477.77,42.96,9.67,601.72,555.68,46.04,1025.51,26.10,3.21,0.00,0.00
2015-02-04 18:00:00,256.88,213.69,37.53,5.67,352.52,312.30,40.22,918.83,24.29,3.24,0.00,0.00
2015-02-04 19:00:00,24.52,0.00,24.11,0.42,25.84,0.00,25.84,0.00,22.39,2.56,1.00,0.00
2015-02-04 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.74,0.56,1.00,0.00
2015-02-04 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.79,0.80,1.00,0.00
2015-02-04 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.01,0.45,1.00,0.00
2015-02-04 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.94,1.51,1.00,0.00
2015-02-05 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.71,1.21,1.00,0.00
2015-02-05 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.81,0.74,1.00,0.00
2015-02-05 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.72,0.83,1.00,0.00
2015-02-05 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.68,0.67,1.00,0.00
2015-02-05 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.59,0.86,1.00,0.00
2015-02-05 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.60,0.65,1.00,0.00
2015-02-05 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.94,0.38,1.00,0.00
2015-02-05 07:00:00,27.41,0.00,26.95,0.46,28.88,0.00,28.88,0.00,14.80,0.92,1.00,0.00
2015-02-05 08:00:00,289.66,245.04,38.51,6.10,379.72,338.44,41.28,921.39,15.61,1.13,0.00,0.00
2015-02-05 09:00:00,561.31,507.75,43.50,10.07,626.20,579.58,46.62,1023.52,18.87,0.80,0.00,0.00
2015-02-05 10:00:00,807.32,747.57,46.18,13.57,844.04,794.54,49.50,1079.40,20.94,2.90,0.00,0.00
2015-02-05 11:00:00,1001.85,937.89,47.64,16.32,1014.88,963.82,51.06,1114.05,22.78,3.50,0.00,0.00
2015-02-05 12:00:00,1114.76,1048.49,48.39,17.88,1112.38,1060.52,51.86,1122.71,24.73,2.91,0.00,0.00
2015-02-05 13:00:00,1147.51,1080.61,48.57,18.33,1140.30,1088.24,52.06,1122.94,26.54,4.81,0.00,0.00
2015-02-05 14:00:00,895.57,99.24,781.25,15.08,937.84,100.50,837.34,107.27,26.49,6.07,0.00,1.00
2015-02-05 15:00:00,967.57,904.43,47.34,15.80,982.70,931.96,50.74,1096.21,25.83,6.08,0.00,0.00
2015-02-05 16:00:00,770.54,711.82,45.70,13.02,809.92,760.94,48.98,1064.49,25.33,5.35,0.00,0.00
2015-02-05 17:00:00,523.59,471.34,42.75,9.50,591.10,545.28,45.82,1009.60,24.70,3.84,0.00,0.00
2015-02-05 18:00:00,254.71,211.83,37.30,5.58,346.96,306.98,39.98,908.45,23.45,3.55,0.00,0.00
2015-02-05 19:00:00,24.20,0.00,23.79,0.41,25.50,0.00,25.50,0.00,21.49,2.40,1.00,0.00
2015-02-05 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.62,0.75,1.00,0.00
2015-02-05 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.19,0.87,1.00,0.00
2015-02-05 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.37,1.11,1.00,0.00
2015-02-05 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.90,1.35,1.00,0.00
2015-02-06 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.81,1.28,1.00,0.00
2015-02-06 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.46,0.61,1.00,0.00
2015-02-06 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.09,1.66,1.00,0.00
2015-02-06 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.15,0.39,1.00,0.00
2015-02-06 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.14,0.79,1.00,0.00
2015-02-06 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.29,0.75,1.00,0.00
2015-02-06 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.29,0.72,1.00,0.00
2015-02-06 07:00:00,26.97,0.00,26.52,0.46,28.42,0.00,28.42,0.00,15.95,0.81,1.00,0.00
2015-02-06 08:00:00,284.81,240.57,38.27,5.96,370.90,329.88,41.02,904.49,16.87,0.77,0.00,0.00
2015-02-06 09:00:00,549.31,496.22,43.27,9.81,610.06,563.68,46.38,999.25,18.65,1.51,0.00,0.00
2015-02-06 10:00:00,785.97,726.87,45.94,13.17,818.96,769.72,49.24,1048.37,21.05,3.03,0.00,0.00
2015-02-06 11:00:00,969.93,906.76,47.42,15.75,979.70,928.88,50.82,1075.63,22.15,3.27,0.00,0.00
2015-02-06 12:00:00,1082.93,1017.42,48.18,17.33,1077.78,1026.14,51.64,1087.91,23.96,3.65,0.00,0.00
2015-02-06 13:00:00,1117.71,1051.51,48.39,17.81,1107.72,1055.86,51.86,1091.04,24.97,5.64,0.00,0.00
2015-02-06 14:00:00,1070.60,1005.38,48.07,17.15,1066.58,1015.06,51.52,1084.97,26.25,6.04,0.00,0.00
2015-02-06 15:00:00,947.29,884.66,47.21,15.42,959.18,908.58,50.60,1070.45,25.73,6.01,0.00,0.00
2015-02-06 16:00:00,756.31,698.01,45.57,12.73,792.02,743.18,48.84,1041.78,25.86,5.65,0.00,0.00
2015-02-06 17:00:00,515.05,463.09,42.66,9.30,578.68,532.96,45.72,990.03,25.21,4.63,0.00,0.00
2015-02-06 18:00:00,250.46,207.89,37.13,5.44,338.46,298.66,39.80,889.45,24.31,3.52,0.00,0.00
2015-02-06 19:00:00,23.82,0.00,23.42,0.40,25.10,0.00,25.10,0.00,22.30,2.45,1.00,0.00
2015-02-06 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.05,2.53,1.00,0.00
2015-02-06 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.49,0.75,1.00,0.00
2015-02-06 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.16,0.32,1.00,0.00
2015-02-06 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.19,1.60,1.00,0.00
2015-02-07 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.37,1.69,1.00,0.00
2015-02-07 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.44,0.77,1.00,0.00
2015-02-07 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.34,1.14,1.00,0.00
2015-02-07 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.27,1.57,1.00,0.00
2015-02-07 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.46,0.98,1.00,0.00
2015-02-07 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.94,1.94,1.00,0.00
2015-02-07 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.60,1.81,1.00,0.00
2015-02-07 07:00:00,26.71,0.00,26.25,0.45,28.14,0.00,28.14,0.00,16.55,1.64,1.00,0.00
2015-02-07 08:00:00,283.16,239.04,38.23,5.89,366.34,325.36,40.98,898.10,16.69,1.50,0.00,0.00
2015-02-07 09:00:00,547.47,494.41,43.33,9.73,605.32,558.88,46.44,994.56,18.35,1.21,0.00,0.00
2015-02-07 10:00:00,784.68,725.55,46.03,13.10,814.72,765.38,49.34,1045.17,20.56,2.49,0.00,0.00
2015-02-07 11:00:00,969.28,906.06,47.53,15.69,976.10,925.16,50.94,1073.40,22.03,2.34,0.00,0.00
2015-02-07 12:00:00,1082.10,1016.56,48.27,17.27,1073.90,1022.16,51.74,1085.43,23.61,5.79,0.00,0.00
2015-02-07 13:00:00,1116.33,1050.13,48.46,17.74,1103.34,1051.40,51.94,1087.98,24.85,8.45,0.00,0.00
2015-02-07 14:00:00,1069.13,1003.93,48.12,17.08,1062.12,1010.54,51.58,1081.71,24.27,7.69,0.00,0.00
2015-02-07 15:00:00,946.52,883.88,47.29,15.36,955.40,904.72,50.68,1067.76,24.48,8.02,0.00,0.00
2015-02-07 16:00:00,755.88,697.56,45.64,12.68,788.66,739.74,48.92,1039.46,24.24,7.65,0.00,0.00
2015-02-07 17:00:00,515.04,463.06,42.71,9.26,575.86,530.08,45.78,987.92,23.36,7.34,0.00,0.00
2015-02-07 18:00:00,249.13,206.67,37.10,5.37,334.08,294.32,39.76,882.14,22.30,6.08,0.00,0.00
2015-02-07 19:00:00,23.46,0.00,23.06,0.40,24.72,0.00,24.72,0.00,20.70,4.46,1.00,0.00
2015-02-07 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.22,1.72,1.00,0.00
2015-02-07 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.73,0.75,1.00,0.00
2015-02-07 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.21,0.34,1.00,0.00
2015-02-07 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.69,0.56,1.00,0.00
2015-02-08 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.11,0.95,1.00,0.00
2015-02-08 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.60,0.35,1.00,0.00
2015-02-08 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.40,1.00,0.00
2015-02-08 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.50,1.00,0.00
2015-02-08 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.57,0.57,1.00,0.00
2015-02-08 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.93,0.67,1.00,0.00
2015-02-08 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.44,1.02,1.00,0.00
2015-02-08 07:00:00,26.73,0.00,26.27,0.45,28.16,0.00,28.16,0.00,16.02,1.49,1.00,0.00
2015-02-08 08:00:00,295.56,250.98,38.46,6.11,380.30,339.08,41.22,942.32,16.16,1.19,0.00,0.00
2015-02-08 09:00:00,569.27,515.66,43.53,10.08,626.70,580.04,46.66,1036.21,16.64,2.34,0.00,0.00
2015-02-08 10:00:00,813.32,753.57,46.22,13.53,841.44,791.90,49.54,1084.02,18.72,3.60,0.00,0.00
2015-02-08 11:00:00,1002.51,938.62,47.71,16.18,1006.38,955.24,51.14,1110.47,20.60,3.68,0.00,0.00
2015-02-08 12:00:00,1114.01,1047.81,48.48,17.72,1102.40,1050.44,51.96,1117.22,22.64,4.49,0.00,0.00
2015-02-08 13:00:00,1145.37,1078.55,48.67,18.15,1128.88,1076.72,52.16,1115.81,22.67,6.76,0.00,0.00
2015-02-08 14:00:00,1093.96,1028.19,48.35,17.42,1083.60,1031.78,51.82,1106.15,23.82,6.48,0.00,0.00
2015-02-08 15:00:00,965.33,902.24,47.47,15.62,971.28,920.40,50.88,1088.17,24.15,6.68,0.00,0.00
2015-02-08 16:00:00,768.91,710.27,45.79,12.85,799.30,750.22,49.08,1056.55,23.59,7.17,0.00,0.00
2015-02-08 17:00:00,522.32,470.15,42.83,9.34,581.20,535.30,45.90,1001.22,22.71,5.93,0.00,0.00
2015-02-08 18:00:00,251.31,208.78,37.15,5.38,334.44,294.62,39.82,888.74,21.57,4.95,0.00,0.00
2015-02-08 19:00:00,23.23,0.00,22.84,0.39,24.48,0.00,24.48,0.00,20.28,2.63,1.00,0.00
2015-02-08 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.98,1.10,1.00,0.00
2015-02-08 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.18,0.91,1.00,0.00
2015-02-08 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.68,0.69,1.00,0.00
2015-02-08 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.35,0.64,1.00,0.00
2015-02-09 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.83,0.63,1.00,0.00
2015-02-09 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.72,1.00,0.00
2015-02-09 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.90,0.85,1.00,0.00
2015-02-09 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.64,1.00,0.00
2015-02-09 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.61,0.26,1.00,0.00
2015-02-09 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.85,0.62,1.00,0.00
2015-02-09 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.74,0.72,1.00,0.00
2015-02-09 07:00:00,26.33,0.00,25.88,0.45,27.74,0.00,27.74,0.00,15.46,0.36,1.00,0.00
2015-02-09 08:00:00,38.89,0.00,38.23,0.66,40.98,0.00,40.98,0.00,16.03,0.71,1.00,0.00
2015-02-09 09:00:00,559.66,506.43,43.37,9.86,613.24,566.76,46.48,1016.43,18.06,2.26,0.00,0.00
2015-02-09 10:00:00,799.83,740.52,46.05,13.26,824.52,775.16,49.36,1063.89,18.89,4.27,0.00,0.00
2015-02-09 11:00:00,985.20,921.78,47.56,15.85,985.92,934.94,50.98,1089.02,21.59,3.21,0.00,0.00
2015-02-09 12:00:00,1095.90,1030.17,48.35,17.39,1081.40,1029.58,51.82,1096.85,22.76,6.50,0.00,0.00
2015-02-09 13:00:00,858.76,86.20,758.11,14.44,898.34,85.80,812.54,89.05,23.37,8.27,0.00,1.00
2015-02-09 14:00:00,818.99,71.89,733.31,13.79,857.88,71.92,785.96,77.22,24.00,7.40,0.00,1.00
2015-02-09 15:00:00,700.80,40.88,648.09,11.84,736.18,41.56,694.62,49.23,22.43,9.07,0.00,1.00
2015-02-09 16:00:00,760.68,702.33,45.68,12.66,787.72,738.76,48.96,1043.13,21.45,9.54,0.00,0.00
2015-02-09 17:00:00,517.61,465.70,42.69,9.21,573.04,527.28,45.76,990.05,20.54,8.92,0.00,0.00
2015-02-09 18:00:00,250.04,207.71,37.02,5.31,330.24,290.56,39.68,882.63,18.95,6.20,0.00,0.00
2015-02-09 19:00:00,22.95,0.00,22.56,0.39,24.18,0.00,24.18,0.00,17.88,2.55,1.00,0.00
2015-02-09 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.35,2.35,1.00,0.00
2015-02-09 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.51,0.28,1.00,0.00
2015-02-09 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,0.55,1.00,0.00
2015-02-09 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.47,0.59,1.00,0.00
2015-02-10 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.63,0.65,1.00,0.00
2015-02-10 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.33,1.39,1.00,0.00
2015-02-10 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.06,0.56,1.00,0.00
2015-02-10 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.80,0.58,1.00,0.00
2015-02-10 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.81,0.44,1.00,0.00
2015-02-10 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.32,0.29,1.00,0.00
2015-02-10 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.95,0.59,1.00,0.00
2015-02-10 07:00:00,25.97,0.00,25.53,0.44,27.36,0.00,27.36,0.00,14.89,0.57,1.00,0.00
2015-02-10 08:00:00,38.76,0.00,38.10,0.66,40.84,0.00,40.84,0.00,16.31,0.68,1.00,0.00
2015-02-10 09:00:00,560.69,507.57,43.29,9.83,611.52,565.12,46.40,1017.45,18.06,1.65,0.00,0.00
2015-02-10 10:00:00,803.62,744.30,46.05,13.27,825.38,776.02,49.36,1067.88,19.43,3.16,0.00,0.00
2015-02-10 11:00:00,992.13,928.65,47.56,15.91,989.74,938.76,50.98,1095.65,20.66,3.66,0.00,0.00
2015-02-10 12:00:00,1103.15,1037.39,48.31,17.45,1085.38,1033.60,51.78,1102.98,22.32,5.54,0.00,0.00
2015-02-10 13:00:00,1134.53,1068.16,48.50,17.88,1111.94,1059.96,51.98,1101.85,23.12,7.86,0.00,0.00
2015-02-10 14:00:00,1083.34,1018.07,48.12,17.15,1066.84,1015.26,51.58,1092.02,23.68,7.24,0.00,0.00
2015-02-10 15:00:00,956.50,893.92,47.21,15.37,956.24,905.64,50.60,1074.88,23.27,7.90,0.00,0.00
2015-02-10 16:00:00,761.90,703.76,45.51,12.64,786.02,737.24,48.78,1043.71,22.54,7.37,0.00,0.00
2015-02-10 17:00:00,517.46,465.82,42.47,9.16,570.06,524.54,45.52,988.74,21.97,7.04,0.00,0.00
2015-02-10 18:00:00,249.40,207.35,36.80,5.26,326.88,287.44,39.44,879.77,20.67,5.81,0.00,0.00
2015-02-10 19:00:00,22.51,0.00,22.13,0.38,23.72,0.00,23.72,0.00,18.97,2.72,1.00,0.00
2015-02-10 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.06,1.46,1.00,0.00
2015-02-10 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.54,1.51,1.00,0.00
2015-02-10 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.09,0.48,1.00,0.00
2015-02-10 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.85,1.30,1.00,0.00
2015-02-11 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.79,2.30,1.00,0.00
2015-02-11 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.60,0.78,1.00,0.00
2015-02-11 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,0.64,1.00,0.00
2015-02-11 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.88,0.56,1.00,0.00
2015-02-11 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.43,0.63,1.00,0.00
2015-02-11 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.25,0.74,1.00,0.00
2015-02-11 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.42,0.72,1.00,0.00
2015-02-11 07:00:00,25.64,0.00,25.21,0.43,27.02,0.00,27.02,0.00,17.23,1.02,1.00,0.00
2015-02-11 08:00:00,38.59,0.00,37.94,0.65,40.66,0.00,40.66,0.00,18.73,0.62,1.00,0.00
2015-02-11 09:00:00,552.63,499.79,43.20,9.64,599.82,553.52,46.30,1000.49,20.46,1.53,0.00,0.00
2015-02-11 10:00:00,794.85,735.80,45.98,13.08,813.30,764.02,49.28,1054.15,21.83,2.56,0.00,0.00
2015-02-11 11:00:00,984.24,920.99,47.51,15.73,978.72,927.80,50.92,1085.03,22.52,4.76,0.00,0.00
2015-02-11 12:00:00,1097.84,1032.21,48.31,17.31,1077.00,1025.22,51.78,1095.90,24.60,5.46,0.00,0.00
